ticker,exchange,assetType,priceCurrency,startDate,endDate
DFSRX,NMFQS,Mutual Fund,USD,5/30/2003,6/10/2021
DFSTX,NMFQS,Mutual Fund,USD,3/19/1992,6/10/2021
DFSVX,NMFQS,Mutual Fund,USD,2/26/1993,6/10/2021
DFSXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DFT,NYSE,Stock,USD,10/19/2007,9/28/2017
DFT-P-C,NYSE,Stock,USD,10/19/2007,9/28/2017
DFTC,PINK,Stock,USD,10/6/2006,6/10/2021
DFTCX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFTEX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFTIX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFTPX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFTS,OTCCE,Stock,USD,11/18/2005,6/10/2021
DFTSX,NMFQS,Mutual Fund,USD,12/15/1998,6/10/2021
DFTVX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFTWX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFUEX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFUKX,NMFQS,Mutual Fund,USD,8/26/1993,6/10/2021
DFUSX,NMFQS,Mutual Fund,USD,9/23/1999,6/10/2021
DFUVX,NMFQS,Mutual Fund,USD,6/20/1996,6/10/2021
DFVEX,NMFQS,Mutual Fund,USD,1/3/2006,6/10/2021
DFVFX,NMFQS,Mutual Fund,USD,1/2/1998,4/12/2017
DFVIX,NMFQS,Mutual Fund,USD,2/3/1995,6/10/2021
DFVL,BATS,ETF,USD,7/12/2011,6/10/2021
DFVQX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFVS,BATS,ETF,USD,7/12/2011,6/10/2021
DFWIX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DFWVX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DFXIX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DFYGX,NMFQS,Mutual Fund,USD,6/6/1996,6/10/2021
DFZ,NASDAQ,Stock,USD,3/16/1992,9/4/2014
DFZRX,NMFQS,Mutual Fund,USD,5/4/2016,6/10/2021
DG,NYSE,Stock,USD,11/13/2009,6/10/2021
DG1,,Stock,USD,,
DGAAX,NMFQS,Mutual Fund,USD,7/19/2013,10/31/2017
DGACX,NMFQS,Mutual Fund,USD,6/22/2007,9/11/2018
DGAGX,NMFQS,Mutual Fund,USD,1/2/1986,6/10/2021
DGAIX,NMFQS,Mutual Fund,USD,7/1/2010,9/11/2018
DGANX,NMFQS,Mutual Fund,USD,1/4/2016,4/20/2018
DGAOF,PINK,Stock,USD,10/22/2018,8/7/2020
DGAS,NASDAQ,Stock,USD,3/26/1990,9/29/2017
DGASX,NMFQS,Mutual Fund,USD,8/7/2019,6/10/2021
DGAZ,NYSE ARCA,ETF,USD,2/8/2012,7/10/2020
DGAZF,OTCCE,Stock,USD,7/13/2020,8/26/2020
DGBCX,NMFQS,Mutual Fund,USD,9/12/2008,6/10/2021
DGBEX,NMFQS,Mutual Fund,USD,11/12/2019,6/10/2021
DGBFF,OTCGREY,Stock,USD,,
DGBIX,NMFQS,Mutual Fund,USD,12/1/2020,6/10/2021
DGBP,NYSE ARCA,ETF,USD,12/12/2017,10/30/2020
DGCAX,NMFQS,Mutual Fund,USD,9/15/1998,6/10/2021
DGCCX,NMFQS,Mutual Fund,USD,9/15/1998,6/10/2021
DGCFX,NMFQS,Mutual Fund,USD,3/27/2018,6/10/2021
DGCIX,NMFQS,Mutual Fund,USD,9/15/1998,6/10/2021
DGCNX,NMFQS,Mutual Fund,USD,1/4/2016,4/20/2018
DGCRF,OTCCE,Stock,USD,7/10/2001,6/10/2021
DGCRX,NMFQS,Mutual Fund,USD,5/30/2003,6/10/2021
DGCXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DGCZX,NMFQS,Mutual Fund,USD,1/31/2019,6/10/2021
DGDAX,NMFQS,Mutual Fund,USD,3/25/2011,6/10/2021
DGDCD,PINK,Stock,USD,9/8/2017,10/31/2017
DGDCF,PINK,Stock,USD,9/8/2017,6/10/2021
DGDCX,NMFQS,Mutual Fund,USD,3/25/2011,6/10/2021
DGDIX,NMFQS,Mutual Fund,USD,3/25/2011,6/10/2021
DGDM,PINK,Stock,USD,10/10/2017,6/10/2021
DGDYX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DGEAF,PINK,Stock,USD,7/13/2007,6/10/2021
DGEAX,NMFQS,Mutual Fund,USD,1/2/2015,6/10/2021
DGECX,NMFQS,Mutual Fund,USD,1/2/2015,6/10/2021
DGEFX,NMFQS,Mutual Fund,USD,3/20/2017,6/10/2021
DGEIX,NMFQS,Mutual Fund,USD,12/26/2003,6/10/2021
DGEN,PINK,Stock,USD,10/20/2017,6/10/2021
DGERX,NMFQS,Mutual Fund,USD,8/3/2012,6/10/2021
DGEXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DGEYX,NMFQS,Mutual Fund,USD,1/2/2015,6/10/2021
DGEZX,NMFQS,Mutual Fund,USD,7/17/2018,6/10/2021
DGFAX,NMFQS,Mutual Fund,USD,12/23/2004,6/10/2021
DGFBX,NMFQS,Mutual Fund,USD,12/23/2004,9/11/2017
DGFCX,NMFQS,Mutual Fund,USD,12/23/2004,6/10/2021
DGFFX,NMFQS,Mutual Fund,USD,3/20/2017,6/10/2021
DGFRX,NMFQS,Mutual Fund,USD,7/19/2013,10/31/2017
DGFYX,NMFQS,Mutual Fund,USD,7/25/2007,6/10/2021
DGFZX,NMFQS,Mutual Fund,USD,6/3/2019,6/10/2021
DGGAX,NMFQS,Mutual Fund,USD,12/29/2008,6/10/2021
DGGCX,NMFQS,Mutual Fund,USD,12/29/2010,6/10/2021
DGGIX,NMFQS,Mutual Fund,USD,12/29/2008,6/10/2021
DGGRF,OTCMKTS,Stock,USD,2/23/2017,1/12/2018
DGGRX,NMFQS,Mutual Fund,USD,12/29/2010,6/10/2021
DGGXF,PINK,Stock,USD,11/1/2017,6/10/2021
DGHCX,NMFQS,Mutual Fund,USD,12/31/1996,11/13/2015
DGHMX,NMFQS,Mutual Fund,USD,6/22/2007,9/11/2018
DGI,NYSE,Stock,USD,5/14/2009,10/19/2017
DGIBX,NMFQS,Mutual Fund,USD,5/26/2021,6/10/2021
DGICA,NASDAQ,Stock,USD,4/24/2001,6/10/2021
DGICB,NASDAQ,Stock,USD,3/26/1990,6/10/2021
DGIEX,NMFQS,Mutual Fund,USD,1/2/2015,6/10/2021
DGIF,PINK,Stock,USD,3/29/2007,6/10/2021
DGIFX,NMFQS,Mutual Fund,USD,8/12/2011,6/10/2021
DGIGX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DGII,NASDAQ,Stock,USD,3/26/1990,6/10/2021
DGIN,NASDAQ,Stock,USD,,
DGINX,NMFQS,Mutual Fund,USD,5/26/2021,6/10/2021
DGISX,NMFQS,Mutual Fund,USD,8/7/2019,6/10/2021
DGIT,NASDAQ,Stock,USD,,
DGITX,NMFQS,Mutual Fund,USD,6/2/2021,6/10/2021
DGIV,OTCGREY,Stock,USD,1/2/2001,6/10/2021
DGIVX,NMFQS,Mutual Fund,USD,7/1/2010,1/19/2021
DGIX,PINK,Stock,USD,11/6/1989,6/10/2021
DGJI,PINK,Stock,USD,1/8/2014,6/10/2021
DGJL,NASDAQ,Stock,USD,,
DGL,NYSE ARCA,ETF,USD,1/5/2007,6/10/2021
DGLAX,NMFQS,Mutual Fund,USD,12/29/2006,6/10/2021
DGLCX,NMFQS,Mutual Fund,USD,12/29/2006,6/10/2021
DGLD,NASDAQ,Stock,USD,6/30/2020,7/2/2020
DGLDF,PINK,ETF,USD,10/17/2011,6/10/2021
DGLH,,Stock,USD,,
DGLIX,NMFQS,Mutual Fund,USD,2/1/2017,6/10/2021
DGLRX,NMFQS,Mutual Fund,USD,12/29/2006,6/10/2021
DGLT,OTCCE,Stock,USD,1/4/2016,6/10/2021
DGLV,,Stock,USD,,
DGLY,NASDAQ,Stock,USD,5/16/2007,6/10/2021
DGLYX,NMFQS,Mutual Fund,USD,1/3/2014,6/10/2021
DGMA,OTCCE,Stock,USD,2/8/2018,6/10/2021
DGMDF,OTCGREY,Stock,USD,10/10/2017,6/10/2021
DGMIX,NMFQS,Mutual Fund,USD,5/31/2016,6/10/2021
DGMLF,PINK,Stock,USD,12/31/2003,6/10/2021
DGMMX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DGMS,OTCCE,Stock,USD,10/17/2017,6/10/2021
DGMXX,NMFQS,Mutual Fund,USD,,
DGN,,Stock,USD,,
DGNG,PINK,Stock,USD,1/15/2003,6/10/2021
DGNOF,OTCQB,Stock,USD,4/25/2019,6/10/2021
DGNR,NYSE,Stock,USD,10/5/2020,6/10/2021
DGNR-U,NYSE,Stock,USD,8/14/2020,6/10/2021
DGNR-WS,NYSE,Stock,USD,10/5/2020,6/10/2021
DGNS,NASDAQ,Stock,USD,11/16/2020,6/10/2021
DGNU,NASDAQ,Stock,USD,3/23/2021,6/10/2021
DGNYF,OTCGREY,Stock,USD,3/14/2018,6/10/2021
DGOCX,NMFQS,Mutual Fund,USD,8/15/1997,6/10/2021
DGONF,OTCGREY,Stock,USD,2/26/2016,6/10/2021
DGONU,NASDAQ,Stock,USD,,
DGOOF,OTCMKTS,Stock,USD,3/3/2014,12/6/2017
DGOYX,NMFQS,Mutual Fund,USD,9/18/1997,6/10/2021
DGP,NYSE ARCA,ETF,USD,2/28/2008,6/10/2021
DGPIF,PINK,Stock,USD,7/18/2016,6/10/2021
DGPXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DGQAX,NMFQS,Mutual Fund,USD,1/3/2012,6/10/2021
DGQIX,NMFQS,Mutual Fund,USD,1/3/2012,6/10/2021
DGQUX,NMFQS,Mutual Fund,USD,1/3/2012,6/10/2021
DGQXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DGRE,NASDAQ,ETF,USD,8/1/2013,6/10/2021
DGRI,PINK,Stock,USD,12/12/2006,12/30/2019
DGRIX,NMFQS,Mutual Fund,USD,,
DGRIX,NMFQS,Mutual Fund,USD,1/2/1992,12/27/2019
DGRLY,OTCGREY,Stock,USD,11/2/2009,2/8/2021
DGRO,NYSE ARCA,ETF,USD,6/12/2014,6/10/2021
DGROX,NMFQS,Mutual Fund,USD,1/16/2007,6/10/2021
DGRPX,NMFQS,Mutual Fund,USD,1/16/2007,6/10/2021
DGRRX,NMFQS,Mutual Fund,USD,7/3/2017,6/10/2021
DGRS,NASDAQ,ETF,USD,7/25/2013,6/10/2021
DGRW,NASDAQ,ETF,USD,5/22/2013,6/10/2021
DGS,NYSE ARCA,ETF,USD,10/30/2007,6/10/2021
DGSCX,NMFQS,Mutual Fund,USD,1/2/1997,6/10/2021
DGSFX,NMFQS,Mutual Fund,USD,11/6/2018,6/10/2021
DGSIX,NMFQS,Mutual Fund,USD,12/26/2003,6/10/2021
DGSMX,NMFQS,Mutual Fund,USD,7/1/2010,1/19/2021
DGSNX,NMFQS,Mutual Fund,USD,3/10/1999,11/13/2015
DGSVX,NMFQS,Mutual Fund,USD,,
DGT,NYSE ARCA,ETF,USD,10/2/2000,6/10/2021
DGTAX,NMFQS,Mutual Fund,USD,1/3/2006,6/10/2021
DGTC,NASDAQ,Stock,USD,,
DGTCX,NMFQS,Mutual Fund,USD,1/6/2009,10/6/2020
DGTHF,OTCQB,Stock,USD,12/8/2020,6/10/2021
DGTLF,OTCGREY,Stock,USD,4/15/2016,6/10/2021
DGTNX,NMFQS,Mutual Fund,USD,1/20/1999,11/13/2015
DGTSX,NMFQS,Mutual Fund,USD,12/26/2003,6/10/2021
DGTW,PINK,Stock,USD,6/29/1998,6/10/2021
DGUPF,PINK,Stock,USD,,
DGUXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DGVCX,NMFQS,Mutual Fund,USD,8/19/1997,6/10/2021
DGVRX,NMFQS,Mutual Fund,USD,4/15/1999,6/10/2021
DGVXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DGVYX,NMFQS,Mutual Fund,USD,8/31/1998,6/10/2021
DGWIY,NYSE,Stock,USD,,
DGWPF,PINK,Stock,USD,4/10/2015,6/10/2021
DGWR,OTCQB,Stock,USD,10/25/2017,6/10/2021
DGX,NYSE,Stock,USD,12/26/1996,6/10/2021
DGXCX,NMFQS,Mutual Fund,USD,7/19/2013,10/31/2017
DGYGX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DGYXX,NMFQS,Mutual Fund,USD,,
DGZ,NYSE ARCA,ETF,USD,2/29/2008,6/10/2021
DHA,NYSE,Stock,USD,,
DHAAX,NMFQS,Mutual Fund,USD,10/30/2009,6/4/2020
DHACX,NMFQS,Mutual Fund,USD,10/30/2009,6/4/2020
DHAIX,NMFQS,Mutual Fund,USD,1/2/2015,6/4/2020
DHAMX,NMFQS,Mutual Fund,USD,12/22/2011,6/10/2021
DHANX,NMFQS,Mutual Fund,USD,1/2/2015,6/10/2021
DHBC,NASDAQ,Stock,USD,4/23/2021,6/10/2021
DHBCU,NASDAQ,Stock,USD,3/2/2021,6/10/2021
DHBCW,NASDAQ,Stock,USD,4/23/2021,6/10/2021
DHBIX,NMFQS,Mutual Fund,USD,3/19/2015,9/11/2018
DHBRX,NMFQS,Mutual Fund,USD,3/19/2015,9/11/2018
DHC,NASDAQ,Stock,USD,2/23/2000,6/10/2021
DHCA,NASDAQ,Stock,USD,4/28/2021,6/10/2021
DHCAU,NASDAQ,Stock,USD,3/2/2021,6/10/2021
DHCAW,NASDAQ,Stock,USD,4/23/2021,6/10/2021
DHCBW,PINK,Stock,USD,7/3/2018,10/7/2019
DHCC,PINK,Stock,USD,12/27/2011,6/10/2021
DHCNI,NASDAQ,Stock,USD,7/23/2012,6/10/2021
DHCNL,NASDAQ,Stock,USD,2/22/2016,6/10/2021
DHCPQ,NYSE,Stock,USD,2/6/2018,10/14/2019
DHCPW,PINK,Stock,USD,7/3/2018,10/7/2019
DHDAX,NMFQS,Mutual Fund,USD,8/9/2011,8/11/2017
DHDCX,NMFQS,Mutual Fund,USD,11/1/2011,8/11/2017
DHDIX,NMFQS,Mutual Fund,USD,8/9/2011,8/11/2017
DHEAX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DHEIX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DHEYX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DHF,NYSE,ETF,USD,4/27/1998,6/10/2021
DHFAX,NMFQS,Mutual Fund,USD,3/15/2021,6/10/2021
DHFCX,NMFQS,Mutual Fund,USD,6/30/2000,4/28/2021
DHFIX,NMFQS,Mutual Fund,USD,3/15/2021,6/10/2021
DHFSX,NMFQS,Mutual Fund,USD,12/29/2006,4/21/2020
DHFYX,NMFQS,Mutual Fund,USD,3/15/2021,6/10/2021
DHG,NYSE,ETF,USD,11/22/2006,3/12/2018
DHGAF,PINK,Stock,USD,,
DHGAX,NMFQS,Mutual Fund,USD,12/2/2009,6/10/2021
DHGBX,NMFQS,Mutual Fund,USD,12/29/2017,6/10/2021
DHGCX,NMFQS,Mutual Fund,USD,12/2/2009,6/10/2021
DHGIX,NMFQS,Mutual Fund,USD,12/29/2017,6/10/2021
DHGLX,NMFQS,Mutual Fund,USD,12/22/2011,7/22/2016
DHGRX,NMFQS,Mutual Fund,USD,1/21/2014,7/22/2016
DHGYX,NMFQS,Mutual Fund,USD,12/29/2017,6/10/2021
DHHAX,NMFQS,Mutual Fund,USD,12/31/2015,6/10/2021
DHHC,NASDAQ,Stock,USD,3/29/2021,6/10/2021
DHHCU,NASDAQ,Stock,USD,1/26/2021,6/10/2021
DHHCW,NASDAQ,Stock,USD,3/24/2021,6/10/2021
DHHIX,NMFQS,Mutual Fund,USD,12/31/2015,6/10/2021
DHHXF,OTCCE,Stock,USD,9/25/2017,6/10/2021
DHHYX,NMFQS,Mutual Fund,USD,12/31/2015,6/10/2021
DHI,NYSE,Stock,USD,6/5/1992,6/10/2021
DHIAX,NMFQS,Mutual Fund,USD,7/2/2019,6/10/2021
DHICX,NMFQS,Mutual Fund,USD,8/18/1997,6/10/2021
DHIFF,PINK,Stock,USD,7/30/2007,6/26/2017
DHIIX,NMFQS,Mutual Fund,USD,7/2/2019,6/10/2021
DHIL,NASDAQ,Stock,USD,5/9/1997,6/10/2021
DHINX,NMFQS,Mutual Fund,USD,3/27/2018,6/10/2021
DHIRX,NMFQS,Mutual Fund,USD,5/30/2003,6/10/2021
DHIVX,NMFQS,Mutual Fund,USD,3/27/2018,6/10/2021
DHIYX,NMFQS,Mutual Fund,USD,7/2/2019,6/10/2021
DHIZX,NMFQS,Mutual Fund,USD,5/13/2021,6/10/2021
DHJAX,NMFQS,Mutual Fund,USD,2/9/2017,7/13/2018
DHJCX,NMFQS,Mutual Fund,USD,2/9/2017,7/13/2018
DHJIX,NMFQS,Mutual Fund,USD,2/9/2017,7/13/2018
DHKCF,OTCGREY,Stock,USD,12/22/2005,6/10/2021
DHLAX,NMFQS,Mutual Fund,USD,6/29/2001,6/10/2021
DHLCX,NMFQS,Mutual Fund,USD,6/29/2001,4/29/2021
DHLRX,NMFQS,Mutual Fund,USD,1/31/2005,6/10/2021
DHLSX,NMFQS,Mutual Fund,USD,1/31/2005,6/10/2021
DHLTX,NMFQS,Mutual Fund,USD,1/3/2006,6/10/2021
DHLXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DHLYX,NMFQS,Mutual Fund,USD,12/30/2011,6/10/2021
DHMAX,NMFQS,Mutual Fund,USD,1/3/2006,6/10/2021
DHMBX,NMFQS,Mutual Fund,USD,9/30/2005,6/10/2021
DHMCX,NMFQS,Mutual Fund,USD,1/3/2006,4/29/2021
DHMIX,NMFQS,Mutual Fund,USD,1/3/2006,6/10/2021
DHMRX,NMFQS,Mutual Fund,USD,1/2/2014,12/13/2016
DHMS,NASDAQ,Stock,USD,,
DHMUX,NMFQS,Mutual Fund,USD,1/2/2013,12/13/2016
DHMXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DHMYX,NMFQS,Mutual Fund,USD,12/30/2011,6/10/2021
DHOAX,NMFQS,Mutual Fund,USD,12/27/1996,6/10/2021
DHOCX,NMFQS,Mutual Fund,USD,2/17/1998,6/10/2021
DHOIX,NMFQS,Mutual Fund,USD,12/27/1996,6/10/2021
DHOM,,Stock,USD,,
DHPAX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DHPCX,NMFQS,Mutual Fund,USD,1/2/2014,7/22/2016
DHPIX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DHPYX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DHQAX,NMFQS,Mutual Fund,USD,7/3/2014,6/10/2021
DHQCX,NMFQS,Mutual Fund,USD,7/3/2014,6/10/2021
DHQIX,NMFQS,Mutual Fund,USD,7/3/2014,6/10/2021
DHR,NYSE,Stock,USD,11/5/1987,6/10/2021
DHR-24,NYSE,Stock,USD,,
DHR-30,NYSE,Stock,USD,,
DHR-P-A,NYSE,Stock,USD,2/27/2019,6/10/2021
DHR-P-B,NYSE,Stock,USD,5/8/2020,6/10/2021
DHR-W,NYSE,Stock,USD,6/17/2016,7/1/2016
DHR-WD,NYSE,Stock,USD,12/16/2019,12/18/2019
DHRAX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DHRIX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DHRM,NASDAQ,Stock,USD,,
DHROX,NMFQS,Mutual Fund,USD,1/3/2012,4/28/2021
DHRPY,OTCGREY,Stock,USD,11/16/2020,6/10/2021
DHRYX,NMFQS,Mutual Fund,USD,1/3/2017,6/10/2021
DHS,NYSE ARCA,ETF,USD,6/16/2006,6/10/2021
DHSBF,OTCMKTS,Stock,USD,7/29/2005,1/17/2019
DHSBF,PINK,Stock,USD,,
DHSCX,NMFQS,Mutual Fund,USD,12/29/2000,6/10/2021
DHSIX,NMFQS,Mutual Fund,USD,4/29/2005,6/10/2021
DHSM1,NASDAQ,Stock,USD,,
DHSMX,NMFQS,Mutual Fund,USD,12/29/2000,4/29/2021
DHSTX,NMFQS,Mutual Fund,USD,1/31/2005,6/10/2021
DHSYX,NMFQS,Mutual Fund,USD,12/30/2011,6/10/2021
DHT,NYSE,Stock,USD,10/13/2005,6/10/2021
DHTAX,NMFQS,Mutual Fund,USD,1/3/2006,6/10/2021
DHTCX,NMFQS,Mutual Fund,USD,1/3/2006,4/29/2021
DHTI,NASDAQ,Stock,USD,,
DHTRX,NMFQS,Mutual Fund,USD,1/23/2014,8/21/2020
DHTUX,NMFQS,Mutual Fund,USD,1/23/2014,8/21/2020
DHTYX,NMFQS,Mutual Fund,USD,12/30/2011,6/10/2021
DHULZ,NASDAQ,Stock,USD,,
DHVW,NYSE ARCA,ETF,USD,5/12/2015,4/4/2019
DHX,NYSE,Stock,USD,7/26/2007,6/10/2021
DHXM,NASDAQ,Stock,USD,10/23/2014,12/23/2019
DHY,NYSE MKT,ETF,USD,7/29/1998,6/10/2021
DHYAX,NMFQS,Mutual Fund,USD,3/15/2007,6/10/2021
DHYCX,NMFQS,Mutual Fund,USD,3/15/2007,6/10/2021
DHYYX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DI,NYSE ARCA,ETF,USD,1/23/2014,4/17/2017
DI1,,Stock,USD,,
DIA,NYSE ARCA,ETF,USD,1/20/1998,6/10/2021
DIAAF,OTCCE,Stock,USD,1/4/2016,6/10/2021
DIAL,NASDAQ,Stock,USD,11/26/2012,12/13/2013
DIAL,NYSE ARCA,ETF,USD,10/12/2017,6/10/2021
DIAL1,NASDAQ,Stock,USD,,
DIALF,PINK,Stock,USD,1/8/2016,6/10/2021
DIAMX,NMFQS,Mutual Fund,USD,6/30/2000,6/10/2021
DIAN,NASDAQ,Stock,USD,,
DIASX,NMFQS,Mutual Fund,USD,10/31/2002,12/18/2020
DIAVX,NMFQS,Mutual Fund,USD,10/31/2002,12/18/2020
DIAX,NYSE,ETF,USD,12/3/2014,6/10/2021
DIAYX,NMFQS,Mutual Fund,USD,12/30/2011,6/10/2021
DIBAX,NMFQS,Mutual Fund,USD,12/30/2005,6/10/2021
DIBCX,NMFQS,Mutual Fund,USD,12/30/2005,6/10/2021
DIBFX,NMFQS,Mutual Fund,USD,9/11/2000,9/22/2017
DIBPL,OTCGREY,Stock,USD,,
DIBRX,NMFQS,Mutual Fund,USD,12/30/2005,6/10/2021
DIBS,NASDAQ,Stock,USD,6/10/2021,6/10/2021
DIBUF,PINK,Stock,USD,8/7/2007,4/23/2018
DIBUY,OTCGREY,Stock,USD,,
DIBYX,NMFQS,Mutual Fund,USD,1/2/2014,6/10/2021
DICAX,NMFQS,Mutual Fund,USD,2/1/2017,6/10/2021
DICBX,NMFQS,Mutual Fund,USD,9/11/2000,8/10/2017
DICCF,PINK,Stock,USD,10/11/2017,6/10/2021
DICCX,NMFQS,Mutual Fund,USD,2/1/2017,6/10/2021
DICE,NASDAQ,Stock,USD,,
DICEX,NMFQS,Mutual Fund,USD,2/1/2017,6/10/2021
DICVX,NMFQS,Mutual Fund,USD,11/15/2002,2/2/2016
DICXX,NMFQS,Mutual Fund,USD,5/25/2021,6/10/2021
DIDAF,PINK,Stock,USD,8/26/2011,6/10/2021
DIDAY,PINK,Stock,USD,9/3/2014,6/10/2021
DIEAX,NMFQS,Mutual Fund,USD,1/31/2003,6/10/2021
DIECX,NMFQS,Mutual Fund,USD,1/31/2003,6/10/2021
DIEFX,NMFQS,Mutual Fund,USD,3/20/2017,6/10/2021
DIEG,NASDAQ,Stock,USD,,
DIEGX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DIEMX,NMFQS,Mutual Fund,USD,7/27/2017,6/10/2021
DIEN,PINK,Stock,USD,2/19/2014,6/10/2021
DIEQX,NMFQS,Mutual Fund,USD,2/26/1997,6/10/2021
DIERX,NMFQS,Mutual Fund,USD,1/31/2003,6/10/2021
DIET,NASDAQ,ETF,USD,11/14/2019,5/21/2020
DIET1,NASDAQ,Stock,USD,,
DIEYX,NMFQS,Mutual Fund,USD,1/4/2016,6/10/2021
DIEZX,NMFQS,Mutual Fund,USD,7/17/2018,6/10/2021
DIFAX,NMFQS,Mutual Fund,USD,5/26/2006,6/10/2021
DIFCX,NMFQS,Mutual Fund,USD,5/26/2006,6/10/2021
DIFDX,NMFQS,Mutual Fund,USD,7/1/2008,6/10/2021
DIFEX,NMFQS,Mutual Fund,USD,7/1/2008,6/10/2021
DIFFX,NMFQS,Mutual Fund,USD,7/1/2008,6/10/2021
DIFGX,NMFQS,Mutual Fund,USD,7/1/2008,6/10/2021
DIFHX,NMFQS,Mutual Fund,USD,7/2/2012,6/10/2021
DIFIX,NMFQS,Mutual Fund,USD,5/26/2006,6/10/2021
DIFTY,PINK,Stock,USD,6/21/2010,6/10/2021
DIG,NYSE ARCA,ETF,USD,2/1/2007,6/10/2021
DIGAF,PINK,Stock,USD,1/4/2016,6/10/2021
DIGBF,OTCGREY,Stock,USD,3/3/2009,6/10/2021
DIGE,NASDAQ,Stock,USD,,
DIGF,NASDAQ,Stock,USD,,
DIGFX,NMFQS,Mutual Fund,USD,,
DIGGX,NMFQS,Mutual Fund,USD,5/24/2019,6/10/2021
DIGI,PINK,Stock,USD,9/26/2017,6/10/2021
DIGI1,NASDAQ,Stock,USD,,
DIGI2,,Stock,USD,,
DIGIX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DIGL,NASDAQ,Stock,USD,,
DIGM,,Stock,USD,6/4/2018,9/24/2018
DIGNX,NMFQS,Mutual Fund,USD,1/4/2016,4/20/2018
DIGP,OTCQB,Stock,USD,6/26/2012,6/10/2021
DIGRP,OTCGREY,Stock,USD,8/28/2015,9/4/2020
DIGS,,Stock,USD,,
DIGSQ,NASDAQ,Stock,USD,,
DIGTF,OTCGREY,Stock,USD,12/29/2016,6/10/2021
DIGX,NASDAQ,Stock,USD,9/19/2017,8/28/2018
DIGXD,PINK,Stock,USD,11/21/2011,9/25/2018
DIHQX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DIHRX,NMFQS,Mutual Fund,USD,5/16/2017,6/10/2021
DIHSX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DIHYX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DII,,Stock,USD,,
DIIBF,PINK,Stock,USD,1/2/2001,6/10/2021
DIIEX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DIIG,,Stock,USD,,
DIIGX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DIIHX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DIIMX,NMFQS,Mutual Fund,USD,10/10/2012,6/10/2016
DIISF,OTCGREY,Stock,USD,10/26/2017,6/10/2021
DIISX,NMFQS,Mutual Fund,USD,6/30/1997,6/10/2021
DIISY,PINK,Stock,USD,3/21/2013,6/10/2021
DIIXX,NMFQS,Mutual Fund,USD,,
DILAU,NASDAQ,Stock,USD,,
DILAX,NMFQS,Mutual Fund,USD,1/5/2007,6/10/2021
DILBX,NMFQS,Mutual Fund,USD,1/5/2007,9/11/2017
DILCX,NMFQS,Mutual Fund,USD,1/5/2007,6/10/2021
DILHX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DILRX,NMFQS,Mutual Fund,USD,1/2/2013,6/10/2021
DILSX,NMFQS,Mutual Fund,USD,9/11/2000,8/11/2017
DILXX,NMFQS,Mutual Fund,USD,,
